c0,c1,c2,c3,c4,c5,c6,c7,c8,c9
22,40,91,24,85,24,7,37,32,14
39,87,1,89,6,26,18,14,36,61
51,45,71,0,82,53,95,14,60,41
13,24,47,1,63,87,8,3,19,49
11,86,94,92,8,64,56,20,91,80
86,11,32,25,95,58,17,67,4,31
98,53,21,98,33,45,10,56,75,5
63,84,77,89,83,56,58,35,29,78
38,20,7,10,2,18,81,92,58,43
57,75,41,61,61,35,28,78,63,0
41,79,51,65,10,54,81,98,35,83
37,94,30,59,77,31,52,53,81,52
22,10,43,39,92,96,70,51,7,51
65,63,16,72,98,73,79,23,65,14
35,64,60,88,13,96,30,91,28,65
30,85,86,60,57,9,54,4,85,9
33,61,28,45,92,21,76,56,86,20
33,81,26,71,72,10,56,22,34,1
10,7,90,22,17,59,46,34,35,26
68,27,33,3,78,14,32,11,88,62
57,28,50,69,24,19,13,51,58,95
71,75,4,7,22,19,1,77,65,38
26,30,29,90,68,50,24,36,42,81
18,68,94,50,84,91,97,44,57,30
94,80,84,96,41,12,49,99,80,51
72,14,50,88,29,62,27,60,80,1
10,70,15,11,4,73,7,21,43,53
27,8,66,17,91,22,23,65,10,56
2,81,46,90,2,77,89,15,63,80
86,10,59,11,29,2,57,55,40,29
64,39,57,45,22,1,24,14,74,71
69,33,41,66,8,95,2,30,63,66
54,55,50,96,32,69,42,63,41,36
84,59,52,16,43,41,19,14,52,22
98,65,87,45,11,49,96,60,57,78
68,88,15,1,39,19,11,6,42,21
21,67,35,70,10,55,50,49,20,44
70,17,63,87,9,51,82,18,44,89
61,45,84,34,44,67,17,23,64,52
17,63,64,44,64,43,43,66,86,51
60,94,67,38,1,30,65,84,39,59
31,73,83,56,91,76,53,74,10,77
46,21,88,65,86,0,81,53,9,32
15,78,34,65,29,90,28,18,58,40
69,27,52,97,16,9,83,77,34,84
41,70,82,92,0,59,71,94,4,0
24,15,80,66,42,16,66,82,72,56
44,47,52,91,57,0,27,48,88,34
10,89,30,58,63,6,31,72,67,26
60,65,19,29,20,31,56,99,49,91
64,15,59,47,39,32,86,69,20,19
46,25,31,99,0,30,37,86,3,65
46,10,99,74,20,15,43,93,42,71
46,55,62,89,87,61,71,12,46,69
50,20,85,83,0,71,4,20,73,38
36,88,4,30,75,72,34,14,91,27
31,29,5,70,57,60,82,79,38,10
37,94,52,46,1,50,63,74,91,46
9,3,85,86,60,60,7,57,55,53
37,9,13,91,2,98,32,53,21,46
86,44,62,24,96,72,30,11,75,91
70,90,47,40,39,78,40,34,53,49
86,61,75,67,93,23,99,81,74,11
12,67,0,97,30,9,23,78,55,99
22,42,1,42,43,28,66,3,30,33
95,25,47,38,62,89,17,45,83,77
23,15,68,74,33,54,6,4,70,3
72,20,84,6,40,37,4,33,37,35
12,85,41,66,30,9,58,36,37,11
39,27,47,2,19,68,99,31,51,26
16,15,31,1,71,41,48,83,64,70
31,20,52,87,22,72,28,66,41,86
71,73,1,77,32,67,79,80,44,68
39,7,89,78,72,18,62,65,43,36
78,13,94,28,65,86,78,87,17,22
34,65,99,59,32,21,86,67,99,32
83,78,62,35,96,17,19,12,22,62
11,50,81,84,36,41,9,79,54,69
16,47,85,90,25,64,97,90,26,69
43,0,19,30,94,91,71,39,32,65
93,42,5,15,45,15,67,50,91,3
2,16,56,15,43,39,29,98,96,13
64,76,16,4,12,43,13,73,90,24
85,53,69,84,80,62,81,2,52,84
79,49,98,87,94,12,25,40,9,89
87,2,44,82,39,2,19,12,89,11
90,43,5,1,87,79,87,29,52,97
73,64,26,40,75,65,9,45,18,65
91,60,56,4,90,22,88,4,92,94
4,72,58,70,77,62,56,69,35,57
9,98,86,44,71,46,48,14,18,49
66,12,27,28,21,83,31,28,29,53
14,99,34,92,43,17,95,85,57,58
67,74,16,31,62,66,88,30,51,81
33,0,33,54,59,6,7,64,85,18
96,42,40,76,43,43,39,31,9,12
1,29,35,63,52,40,51,83,17,46
20,93,2,71,87,42,14,16,52,95
37,27,7,65,23,81,95,35,61,28
98,11,31,64,22,98,26,40,51,85
98,11,7,68,71,74,9,20,24,27
12,88,37,31,22,42,93,31,35,21
1,93,10,72,89,74,63,97,58,95
69,10,17,73,5,74,36,73,68,39
98,49,20,19,3,45,11,49,6,64
59,50,85,44,6,14,74,12,83,91
92,93,0,86,3,18,36,58,92,34
97,20,99,38,29,82,15,80,98,41
8,78,34,57,33,34,94,93,16,89
53,40,50,31,55,45,34,18,77,92
89,29,8,7,99,44,76,66,51,46
12,71,78,36,4,58,0,12,9,95
66,80,78,79,49,15,26,14,72,6
51,6,6,64,42,82,75,96,91,20
89,43,62,71,56,34,84,9,43,58
46,22,65,79,60,17,49,3,15,12
1,35,93,40,47,90,79,6,68,88
97,58,87,89,7,33,33,70,47,41
11,43,74,76,35,6,78,93,87,40
49,22,38,65,85,17,92,75,36,49
22,29,61,40,40,5,26,92,72,48
26,76,57,82,84,0,89,53,56,54
97,40,49,28,97,79,81,23,53,59
77,61,47,15,22,12,47,56,74,30
29,96,3,39,55,61,91,43,55,88
29,58,79,36,81,6,2,47,75,47
25,45,12,62,97,39,43,51,56,51
42,67,67,49,30,16,69,45,44,28
61,67,68,93,61,71,35,34,88,14
86,54,68,85,92,67,7,17,51,97
59,31,75,59,79,30,17,85,25,66
27,46,44,69,60,5,23,96,60,43
90,94,45,11,62,60,40,81,83,83
59,48,14,46,99,97,16,71,71,42
17,90,19,15,72,26,59,58,98,88
49,66,98,77,65,20,80,40,21,85
91,35,21,87,94,13,32,23,7,11
89,80,52,25,21,62,48,80,68,4
74,98,58,76,63,51,66,89,35,74
70,56,16,10,4,1,41,17,52,29
48,61,79,63,70,95,28,34,51,57
23,96,22,77,6,75,56,62,83,79
90,18,36,25,85,2,87,57,68,48
72,86,29,31,19,16,14,25,99,9
6,60,59,20,46,70,13,50,70,30
76,79,33,76,17,5,55,21,85,63
68,86,7,6,99,23,89,57,3,83
10,18,36,51,24,84,7,24,14,43
40,43,60,75,68,32,17,70,3,32
69,46,9,44,48,34,47,96,62,30
90,84,72,83,76,90,19,43,57,56
41,78,78,42,7,24,43,84,29,62
14,40,66,79,79,48,74,64,87,84
20,53,54,7,16,69,18,32,35,25
85,29,38,69,88,57,75,68,14,16
45,85,84,61,11,66,49,72,34,53
31,87,22,48,66,78,4,92,65,44
28,64,50,39,71,9,91,29,6,99
7,90,53,2,60,5,90,64,78,67
63,69,48,82,74,46,30,5,60,71
82,82,61,52,63,73,40,12,64,56
87,49,20,89,0,17,92,67,63,26
24,81,0,78,45,77,39,17,83,19
58,0,1,30,71,43,69,44,95,81
86,40,98,20,44,57,3,79,51,2
25,91,24,32,5,1,48,74,68,72
14,45,2,47,71,73,37,38,40,92
50,34,89,42,44,90,79,15,80,78
42,17,69,47,53,89,78,56,44,29
43,44,67,85,81,9,54,27,5,55
42,36,58,34,42,90,13,74,84,88
40,22,67,54,59,84,20,82,39,65
41,9,18,40,27,74,82,32,51,62
87,11,21,31,95,56,57,74,12,51
73,29,54,13,41,38,23,5,47,84
59,5,73,22,44,1,69,70,53,84
27,22,65,13,22,82,80,14,51,17
85,87,14,19,91,2,91,89,75,41
52,46,25,13,48,1,35,49,78,95
95,58,49,50,85,13,15,80,93,20
80,45,77,66,77,98,20,57,75,78
62,0,84,49,48,65,45,60,48,71
51,77,71,7,46,86,98,84,62,77
82,54,40,33,81,59,44,13,32,26
87,7,99,98,56,9,67,29,46,56
37,40,68,21,32,5,82,21,82,58
6,54,64,74,18,27,98,7,3,98
62,98,39,32,19,93,24,49,49,22
96,47,75,48,81,69,66,95,5,24
18,75,36,33,82,37,21,73,49,52
62,53,80,24,61,16,69,19,59,22
42,10,19,43,54,21,86,96,34,58
21,0,35,79,72,33,69,85,65,11
88,23,77,25,77,35,15,75,31,45
72,17,69,5,68,42,39,1,0,81
45,83,38,48,55,17,95,90,32,79
86,74,30,59,71,0,42,17,18,83
96,79,95,68,64,23,65,1,51,34
35,67,0,59,4,66,9,27,82,51
43,18,64,48,13,65,11,30,79,55
58,25,31,85,10,33,55,88,81,77
5,17,2,55,6,53,86,56,14,28
16,98,89,78,62,99,38,65,39,62
22,32,90,77,65,49,67,76,75,29
9,18,85,22,6,32,31,59,55,64
4,25,8,18,11,67,99,42,56,5
1,78,3,14,22,87,89,22,79,14
99,88,87,2,23,50,82,40,91,59
91,92,64,67,7,26,17,92,50,78
46,31,53,95,51,98,82,75,14,3
7,81,48,51,69,70,49,70,70,17
10,91,98,48,90,89,21,68,95,85
91,96,31,56,31,34,24,53,75,9
40,74,39,48,45,53,40,83,89,58
43,83,37,37,68,53,36,9,64,46
22,5,9,64,90,86,69,74,35,27
69,91,53,40,34,66,59,99,81,73
58,95,77,57,95,82,29,9,33,56
12,31,8,62,3,35,46,24,36,34
72,85,32,76,77,67,68,0,14,59
64,42,34,27,44,32,44,53,90,80
70,28,23,54,9,48,7,30,57,53
33,33,9,83,91,63,42,75,47,7
70,18,48,77,91,64,77,4,22,79
12,58,81,99,57,89,34,76,81,52
87,36,42,68,8,74,47,29,54,17
91,3,71,53,21,68,30,68,72,0
11,23,15,76,4,58,63,21,67,15
19,65,3,16,17,99,5,25,61,58
67,43,9,61,59,25,37,4,74,25
49,39,39,39,41,67,5,49,84,59
48,40,42,20,54,1,66,41,8,76
31,81,70,96,76,66,56,52,73,85
13,33,34,0,23,31,4,52,39,19
30,45,0,88,97,39,36,59,97,12
98,13,74,7,4,61,41,26,43,1
42,16,3,89,53,59,94,93,48,67
55,61,35,77,48,18,95,2,8,47
3,11,60,15,14,49,97,16,5,22
72,46,81,88,4,70,11,84,74,43
85,53,71,36,79,9,78,20,30,74
43,47,86,45,3,10,91,39,53,32
27,56,94,63,87,69,76,31,75,84
97,27,7,93,25,94,96,16,30,63
87,17,63,11,77,5,84,12,65,16
60,52,91,48,44,4,79,74,8,76
56,59,94,15,56,37,4,53,86,7
34,14,28,75,48,51,98,82,70,76
26,7,8,22,77,5,63,72,4,52
40,21,15,83,55,23,30,78,66,13
85,33,70,69,23,57,21,54,59,9
90,23,75,25,53,48,41,77,66,67
88,43,52,25,64,48,44,90,38,95
29,98,63,85,97,80,72,83,62,60
53,87,10,98,45,65,13,62,99,86
55,66,77,24,29,75,77,41,36,7
22,70,70,85,60,89,70,76,97,53
72,76,48,16,32,51,77,39,96,2
13,45,54,99,83,89,76,54,84,34
63,17,56,89,98,90,74,87,21,73
48,42,25,96,85,40,70,89,79,49
81,5,70,84,27,94,73,20,6,37
53,46,1,44,36,94,80,68,47,58
80,33,16,55,8,82,92,58,16,91
93,61,25,93,13,1,45,24,28,16
21,65,7,15,21,29,12,57,50,16
60,10,83,52,94,0,39,92,84,76
45,21,66,4,74,49,59,44,25,47
21,85,31,65,84,54,48,67,55,62
51,84,95,6,1,44,43,97,86,83
52,33,85,85,64,52,99,67,1,59
42,91,84,1,76,21,86,98,99,99
94,24,70,52,23,26,15,90,20,54
77,10,59,60,48,88,53,0,29,52
87,92,24,5,10,34,21,34,29,86
45,74,30,5,88,96,62,97,75,66
51,76,52,44,44,38,53,96,85,48
56,10,2,9,30,3,16,75,80,65
12,25,89,64,39,14,8,86,12,6
93,18,86,33,75,89,8,18,40,68
61,97,83,91,10,78,85,8,52,91
47,68,0,64,93,49,67,37,48,88
83,3,88,61,4,94,56,7,68,35
27,88,79,42,42,98,26,91,76,2
59,79,65,9,13,30,38,16,54,77
90,1,98,82,10,29,46,82,57,40
46,72,30,62,52,7,84,92,28,62
83,34,10,32,22,26,3,69,76,36
28,84,26,66,62,44,99,19,1,98
3,21,54,68,84,96,51,54,52,24
22,13,67,42,9,39,85,56,62,56
47,32,5,36,98,86,23,48,78,60
2,16,52,19,77,17,8,75,9,19
50,35,10,2,30,71,93,41,96,39
67,70,97,90,76,47,28,56,35,21
90,85,62,60,41,49,16,59,17,47
80,4,99,7,95,81,31,38,79,16
59,6,23,39,73,40,6,63,61,38
70,37,50,76,5,34,76,94,11,74
30,9,57,79,38,84,84,92,69,93
35,99,79,37,65,86,19,88,4,33
38,66,16,84,86,45,89,54,66,67
24,65,75,48,78,69,92,59,53,83
8,26,8,73,69,36,96,32,45,32
56,62,42,48,37,51,39,30,19,76
37,82,90,28,53,62,38,49,23,13
79,41,67,74,21,35,73,22,33,55
59,74,91,73,77,39,61,83,59,69
18,57,42,31,70,28,79,91,22,36
96,45,42,66,37,50,23,17,47,53
21,77,3,12,16,67,66,17,14,31
96,13,94,15,47,32,75,24,89,51
66,92,74,94,47,43,48,39,74,65
20,72,39,78,96,54,54,13,9,70
21,74,96,10,57,62,13,83,41,11
90,79,6,13,3,87,49,52,34,84
19,25,93,57,30,27,51,96,27,73
42,92,62,21,87,41,73,50,64,75
72,74,80,40,47,38,96,35,28,26
4,42,45,33,59,73,80,81,35,96
53,36,54,28,78,73,19,56,35,32
15,36,44,24,6,28,47,9,54,77
12,16,83,80,53,1,60,33,96,63
14,31,10,65,58,80,71,47,18,98
43,61,75,61,61,35,2,76,82,29
62,83,30,22,8,18,22,82,38,86
30,43,66,42,15,7,9,44,28,30
41,72,50,22,7,58,6,65,81,82
87,11,88,74,37,97,6,56,26,58
68,53,88,45,60,90,55,35,52,5
25,78,7,99,76,39,48,12,5,76
78,56,30,9,74,32,45,37,82,98
84,53,27,45,71,90,43,96,99,43
54,83,96,95,91,94,42,9,55,49
56,5,17,16,35,27,72,63,82,29
46,87,91,56,77,80,41,60,9,97
47,87,93,90,44,58,61,45,4,3
88,92,65,24,86,1,55,8,63,37
42,75,4,26,84,78,57,52,55,77
7,38,72,49,84,68,90,61,84,24
76,82,88,8,53,6,49,83,88,77
72,60,21,92,44,46,4,45,12,48
85,95,41,64,39,4,51,35,59,59
51,35,48,79,17,50,77,65,27,13
72,47,82,78,68,91,8,95,38,49
49,39,50,37,71,62,63,74,69,16
4,82,94,34,71,71,78,62,47,69
37,60,24,75,24,43,5,52,15,49
16,6,46,6,54,66,28,96,7,4
11,85,20,16,14,19,46,92,38,92
32,33,71,33,92,20,87,39,46,50
37,33,41,2,83,86,29,24,12,54
18,74,42,37,25,41,6,79,25,71
29,78,7,58,96,83,12,93,24,26
78,78,52,23,3,31,68,97,94,96
96,93,94,19,23,0,67,83,68,54
37,24,64,89,23,65,71,55,87,71
29,70,85,46,58,90,70,62,82,3
2,40,65,46,21,80,2,11,77,37
23,55,18,43,54,32,17,26,74,37
75,87,25,14,6,21,64,70,11,80
9,36,98,38,73,34,4,15,3,95
2,65,99,55,22,45,78,47,21,13
19,21,80,12,48,5,50,20,96,48
64,30,59,63,10,37,45,10,99,95
26,96,33,66,35,3,86,53,59,73
26,68,19,46,22,61,58,89,52,52
41,51,49,28,17,34,53,28,77,5
54,39,67,2,79,61,95,56,5,20
19,4,35,5,36,45,79,24,22,6
67,67,78,77,2,92,70,37,63,91
36,95,84,42,61,46,21,80,95,80
7,6,22,42,58,40,20,23,21,48
32,51,43,29,81,57,47,62,49,12
84,87,27,57,52,62,89,23,76,88
77,31,91,13,52,3,92,36,78,38
74,50,31,47,29,25,35,9,80,7
32,92,11,40,35,44,58,10,81,2
48,29,27,37,86,29,89,18,36,18
23,63,96,87,47,91,31,34,11,43
67,69,65,68,4,31,73,91,11,66
98,95,36,86,87,41,66,88,25,37
44,52,73,82,41,38,37,6,97,11
28,87,49,44,5,41,36,2,35,31
70,87,42,17,23,98,55,3,33,0
23,1,43,81,30,34,82,26,38,30
81,87,27,93,32,63,92,86,98,36
42,3,22,46,5,94,19,2,7,76
22,8,17,96,65,52,43,26,28,76
67,18,98,57,28,20,45,89,0,56
81,50,23,8,14,12,19,23,58,36
86,27,14,63,42,27,94,99,65,1
74,57,64,87,22,36,6,36,75,57
97,91,82,89,77,35,42,85,42,47
53,69,0,79,11,37,71,32,26,70
16,52,61,56,92,0,34,57,92,96
39,37,21,52,18,9,0,85,60,35
60,47,24,16,77,73,82,62,33,54
31,97,54,45,0,99,37,93,98,71
54,7,31,12,64,96,37,58,30,84
38,81,30,35,96,97,18,66,9,12
30,15,82,96,17,80,81,26,97,71
60,62,33,29,97,38,94,52,43,9
44,70,62,50,54,37,50,25,55,46
19,96,33,66,93,34,79,59,60,64
22,95,44,36,18,15,29,14,71,3
21,48,4,68,21,78,76,37,94,80
21,51,86,37,28,70,63,85,35,2
5,34,23,50,2,14,93,6,91,2
57,14,29,83,95,57,10,10,13,96
57,68,30,51,51,95,22,3,39,39
49,55,59,79,82,38,36,50,19,33
41,52,93,76,88,88,16,25,94,98
46,38,43,4,85,70,82,68,74,16
51,74,53,89,33,12,24,62,94,85
34,13,37,34,81,3,47,58,15,34
21,44,68,33,1,56,9,65,31,65
4,28,9,36,59,8,74,26,37,34
30,15,67,26,57,39,22,8,26,7
25,66,28,9,60,55,25,5,50,70
9,31,43,93,36,1,15,89,92,30
47,92,59,51,79,59,20,17,75,88
96,12,54,15,17,36,21,30,78,83
85,42,84,25,56,4,52,3,9,55
59,44,86,18,24,11,80,23,20,76
19,62,44,45,67,55,39,72,17,33
3,91,55,33,61,59,74,13,53,40
16,59,70,80,48,78,61,70,57,46
56,58,51,82,26,99,85,14,37,13
14,84,93,82,95,49,87,19,99,9
15,24,60,54,23,4,48,42,34,14
66,10,54,8,46,51,96,28,93,72
58,51,78,68,2,25,40,84,92,43
28,26,31,81,9,74,58,69,98,63
54,39,44,61,30,36,52,3,23,31
85,64,22,43,67,60,52,34,7,95
98,81,30,74,93,95,96,23,29,69
46,65,34,25,60,27,60,99,2,95
0,84,62,13,60,66,9,96,21,29
40,66,30,13,31,57,49,24,18,24
85,7,65,78,38,81,29,87,0,16
50,78,90,69,69,11,41,85,79,35
66,84,37,49,56,76,92,60,62,35
75,30,34,76,93,1,36,91,74,58
47,90,43,94,44,8,79,57,62,40
18,40,56,91,7,7,95,47,50,25
88,91,57,10,76,43,63,78,76,37
53,50,95,78,23,62,4,78,37,37
14,21,56,94,39,84,85,28,92,95
5,20,73,70,21,54,12,67,0,62
52,59,93,33,25,89,9,92,65,52
89,12,36,0,79,12,62,15,92,75
93,95,59,18,11,32,92,18,87,11
37,89,0,92,73,68,77,6,67,7
69,46,80,26,77,96,32,79,47,81
31,44,56,69,10,79,32,49,1,60
99,82,47,20,25,67,10,76,96,60
61,56,87,94,53,10,11,47,39,46
36,15,5,76,61,93,34,50,39,13
54,0,57,33,62,64,71,59,3,65
86,43,81,70,44,71,56,15,17,33
17,48,24,66,10,26,67,62,72,6
11,55,93,3,83,24,42,90,68,33
85,80,95,84,4,40,50,66,95,11
3,34,61,48,43,97,11,58,44,5
62,51,35,82,60,97,58,19,6,30
85,54,46,91,76,48,16,0,38,67
77,46,93,96,2,25,88,49,96,64
0,88,86,63,4,34,45,19,74,18
23,51,23,0,77,29,56,42,0,24
58,16,47,34,47,39,95,93,42,34
83,34,44,98,54,47,4,38,26,21
80,49,7,16,0,8,5,87,1,85
10,75,74,56,92,92,47,50,23,75
53,33,85,15,92,27,62,57,10,61
62,33,81,25,44,14,45,17,78,75
56,48,18,34,95,28,54,63,74,47
33,57,6,70,87,90,67,27,57,86
39,26,96,20,68,45,2,14,89,35
27,70,71,96,16,52,82,5,65,89
61,13,65,97,78,37,7,22,35,23
79,44,1,95,44,74,29,78,51,73
68,68,35,30,83,81,36,57,39,85
75,19,56,19,33,72,91,42,66,82
55,51,59,46,49,7,29,81,37,48
69,17,31,61,76,93,15,3,96,97
45,39,65,55,67,15,0,99,10,90
56,85,35,35,12,10,88,63,34,58
63,14,56,9,21,71,33,42,25,34
20,77,54,26,43,40,30,25,75,58
50,77,30,44,32,9,0,70,6,27
99,96,40,40,89,92,50,39,12,0
84,19,90,4,28,57,33,24,66,87
67,56,43,67,12,88,32,48,60,1
23,37,13,3,87,81,5,77,27,80
34,94,66,42,8,10,67,61,5,83
26,53,6,64,21,67,42,33,39,25
77,66,55,48,6,51,77,89,38,1
0,97,89,90,17,65,50,82,29,30
51,11,79,81,59,9,22,32,3,97
49,15,19,52,28,82,93,55,79,95
70,88,47,31,6,17,57,25,81,82
31,79,49,82,14,77,40,42,17,0
1,52,34,34,7,45,29,14,29,9
38,96,9,57,14,67,98,92,1,33
21,11,74,42,97,42,37,4,9,18
51,92,85,51,73,40,37,91,13,25
84,54,36,22,82,20,93,92,49,41
1,78,72,20,14,90,70,63,35,50
27,16,55,10,42,28,84,77,1,37
7,51,40,18,9,36,28,89,35,43
0,34,47,95,55,61,14,49,39,28
67,77,0,41,81,17,80,16,17,93
44,8,0,58,68,18,65,61,38,21
21,97,91,58,64,12,69,14,38,47
82,45,21,31,86,26,87,26,76,13
22,86,41,11,58,59,16,81,93,25
35,57,72,31,32,83,83,96,85,34
61,93,45,66,31,5,64,74,6,62
36,91,46,38,1,80,29,42,90,11
40,64,39,90,17,64,94,72,63,6
71,28,27,3,41,43,91,80,40,45
63,38,52,61,0,14,73,29,40,5
16,39,39,30,90,58,42,92,60,77
87,69,35,98,5,23,47,97,9,96
43,8,91,46,8,16,3,93,61,5
22,60,64,11,61,61,61,18,6,96
30,27,48,70,33,94,73,57,36,45
78,94,69,54,63,34,44,70,2,8
31,54,53,55,48,32,74,96,60,85
6,34,19,86,32,94,3,77,4,75
81,69,19,88,81,22,35,56,48,73
85,77,32,81,11,88,77,38,19,24
60,73,34,10,91,78,16,44,31,53
29,29,41,30,34,8,34,66,30,38
79,65,28,25,13,7,1,77,18,84
93,91,29,85,84,47,62,35,97,74
82,4,53,90,65,52,16,47,40,5
19,61,59,92,51,51,77,49,41,36
61,22,51,73,31,62,60,65,4,16
63,90,94,79,54,11,97,44,88,38
76,30,13,88,95,4,21,87,4,25
29,88,17,36,50,58,10,78,45,13
9,57,48,67,96,77,58,69,82,47
45,2,67,7,39,54,86,82,87,83
24,63,24,61,82,3,45,10,23,25
32,22,61,49,44,76,37,31,34,77
99,76,84,57,14,1,80,56,36,22
53,99,13,96,26,69,98,60,13,46
77,3,31,59,75,53,57,46,25,62
5,7,5,41,2,14,2,23,4,45
79,95,76,7,54,58,81,37,48,11
40,60,70,9,4,88,27,62,62,67
64,30,95,83,26,7,1,27,82,79
7,44,36,4,81,91,28,24,21,51
80,80,37,13,75,91,24,84,81,76
86,5,98,64,68,33,34,15,44,89
55,30,55,77,68,87,5,10,89,63
28,92,60,96,19,83,80,57,95,12
92,31,75,57,65,45,65,93,57,0
24,31,38,32,67,53,2,60,37,58
86,59,49,1,41,59,26,63,29,31
4,18,43,68,20,90,3,63,28,18
33,81,16,45,58,82,37,50,67,79
89,88,55,50,51,63,97,92,66,35
74,76,39,30,12,59,99,76,67,38
73,35,47,66,54,45,91,12,35,89
38,60,72,48,86,1,55,19,4,94
40,11,42,50,30,23,68,71,57,57
90,75,0,15,69,60,8,66,22,24
88,58,45,11,54,93,70,45,71,47
1,43,34,73,91,39,9,91,82,36
18,36,70,86,0,98,18,50,16,55
62,97,17,10,15,97,67,48,36,45
90,33,23,99,53,20,56,69,98,34
3,3,11,23,75,65,4,15,21,5
64,75,2,38,35,2,30,16,99,53
26,68,70,52,24,70,56,84,61,36
9,13,1,65,47,12,5,67,7,8
74,15,15,70,76,53,5,48,69,65
4,20,4,6,39,15,37,95,45,14
20,54,58,56,63,73,48,77,55,79
62,13,39,54,94,11,72,85,3,91
39,5,90,38,17,60,96,42,81,20
69,30,77,76,90,72,3,44,81,40
44,87,89,47,9,77,60,92,17,17
20,42,92,81,61,56,91,43,78,33
69,76,91,36,82,58,47,39,55,57
54,80,35,41,69,6,56,39,96,17
96,57,91,22,19,72,47,10,87,81
50,98,88,30,88,87,63,75,67,17
62,30,93,28,79,89,99,85,24,37
21,35,21,51,24,20,37,36,38,53
34,30,90,39,90,82,67,46,2,27
8,77,93,16,95,42,23,34,7,80
62,92,91,31,61,1,70,96,75,35
62,16,55,35,49,3,57,64,88,33
40,64,32,26,12,0,71,73,5,74
49,60,92,53,32,50,32,74,53,16
3,29,44,17,62,24,11,49,90,54
88,77,29,75,59,53,26,17,73,56
56,71,39,49,23,59,61,55,34,87
21,43,30,27,33,71,32,99,64,98
57,11,43,80,40,63,7,95,95,40
65,3,75,40,37,33,46,11,66,78
82,95,44,90,60,89,98,62,73,33
7,46,23,37,52,84,41,82,4,6
98,87,20,10,82,89,58,61,73,17
47,40,67,69,30,56,7,75,48,47
94,27,5,85,85,62,38,78,80,81
66,6,60,54,3,66,54,45,77,8
66,95,10,25,53,93,56,85,37,3
74,95,61,17,64,7,21,7,27,89
47,29,47,65,56,30,90,70,3,86
10,29,28,82,78,17,6,23,94,3
58,66,54,38,28,34,33,71,37,11
58,46,15,14,54,49,51,84,64,69
49,96,25,71,19,23,48,24,93,81
29,75,29,29,38,41,53,79,97,27
1,17,73,28,2,16,25,4,15,72
80,30,70,45,17,4,46,46,45,41
83,56,1,13,26,51,94,63,32,97
83,75,87,91,62,3,6,30,77,27
92,20,15,51,46,36,15,79,45,39
83,15,15,75,65,39,63,57,43,23
59,26,49,43,83,31,59,6,61,8
66,3,69,38,26,2,33,48,88,85
21,50,11,94,13,15,57,96,51,60
70,85,95,81,16,85,16,72,35,40
69,75,95,50,33,7,0,3,22,66
51,89,1,81,6,55,67,10,12,1
31,18,27,25,42,42,85,83,51,84
79,0,90,36,37,31,7,86,90,87
23,61,68,79,60,93,72,50,85,83
87,7,94,40,14,89,21,38,38,25
24,45,69,26,26,37,28,86,2,38
3,11,2,89,78,94,26,81,87,50
28,66,9,72,55,43,44,44,46,3
17,19,84,73,40,85,41,94,34,30
74,36,21,2,64,5,89,52,83,99
60,96,83,90,37,43,10,68,84,74
60,16,9,16,28,55,68,9,76,76
43,90,25,83,64,43,73,52,33,78
75,24,47,31,77,79,40,2,71,9
62,31,86,90,54,15,84,86,83,62
31,61,43,40,62,78,1,86,98,68
64,63,69,59,15,72,61,45,1,5
80,54,50,84,76,66,30,6,88,84
96,94,4,52,33,11,56,47,90,60
60,90,94,95,85,99,49,52,75,48
91,40,81,67,17,18,64,34,37,63
32,31,49,51,34,25,74,33,67,42
83,89,70,45,62,74,42,86,57,55
39,0,23,99,9,95,15,3,5,9
58,11,43,54,62,88,10,24,89,76
18,5,13,87,7,88,4,48,27,46
68,86,56,31,28,64,96,8,58,20
88,87,34,91,46,65,74,61,6,28
9,82,10,28,4,43,87,52,98,9
32,90,37,66,3,51,13,15,93,90
79,4,35,28,3,35,71,56,23,83
30,34,65,17,97,52,59,96,44,19
9,30,11,15,7,2,73,46,60,81
7,2,4,4,21,75,17,32,62,25
38,71,37,27,3,47,51,89,97,22
91,82,36,26,75,80,10,31,15,73
47,91,17,26,93,11,61,10,87,98
2,15,32,39,46,64,51,32,88,10
5,7,15,80,69,96,66,22,42,2
29,7,96,61,42,15,15,84,21,20
26,77,13,92,74,52,0,80,77,96
16,27,36,86,26,69,55,53,20,16
56,8,2,52,0,36,26,53,35,64
74,2,97,27,40,81,87,92,31,61
1,40,82,36,92,90,68,3,33,15
69,14,70,55,21,76,51,21,76,4
87,57,64,50,45,84,1,56,64,44
99,98,72,69,40,9,79,30,87,72
59,79,14,87,74,77,49,5,22,5
85,91,98,33,94,78,26,24,25,66
19,56,21,0,44,89,85,83,56,68
67,86,19,86,42,10,5,4,22,78
57,5,13,10,74,29,27,8,90,28
12,30,73,11,50,35,97,89,88,6
14,59,63,64,31,27,96,94,91,1
53,1,86,44,20,43,18,97,34,56
71,1,71,67,13,10,69,82,84,31
38,62,15,39,63,75,68,6,91,88
96,65,84,22,30,63,58,24,3,94
3,48,35,63,96,80,82,80,92,87
15,5,66,50,74,89,82,15,75,10
25,27,3,20,48,56,14,84,45,42
13,67,60,57,66,24,67,64,73,62
50,90,89,58,90,58,56,35,65,30
38,63,99,86,23,69,76,85,7,15
48,61,3,57,96,40,1,36,27,62
76,75,48,67,82,87,32,51,55,42
9,19,45,14,16,27,2,18,52,8
